Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,="",14.71,23.73,23.73,34.1,34,23.25,23.34,10/9/2023 2:47:31 PM,
2,1,="",14.71,23.73,23.73,34.3,34,23.34,23.44,10/9/2023 2:48:39 PM,
3,1,="",14.71,23.73,23.73,33.7,33.8,23.54,23.54,10/9/2023 2:49:50 PM,
4,1,="",14.71,23.73,23.83,33.5,34.1,23.64,23.54,10/9/2023 2:50:59 PM,
5,1,="",14.71,23.83,23.83,33.8,33.7,23.44,23.54,10/9/2023 2:52:06 PM,
6,1,="",14.76,23.83,23.83,33.8,34,23.44,23.34,10/9/2023 2:53:15 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1350,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1330,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1340,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1237,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1280,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
6,new alamar blue,0,1375,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
6,O09,435148,00:00:33.247,
6,O10,421338,00:00:33.340,
6,O11,421430,00:00:33.435,
6,O12,478316,00:00:33.528,
6,O13,444564,00:00:33.623,
6,O14,468525,00:00:33.717,
6,O15,424831,00:00:33.811,
6,O16,431350,00:00:33.904,
6,O17,412926,00:00:33.998,
6,O18,395338,00:00:34.091,
6,O19,417288,00:00:34.185,
6,O20,427457,00:00:34.279,
6,O21,417832,00:00:34.373,
6,O22,409884,00:00:34.467,
6,O23,400842,00:00:34.561,
6,O24,414664,00:00:34.655,
6,P01,375818,00:00:36.974,
6,P02,404439,00:00:36.881,
6,P03,403170,00:00:36.786,
6,P04,396880,00:00:36.692,
6,P05,426977,00:00:36.598,
6,P06,395345,00:00:36.503,
6,P07,409583,00:00:36.409,
6,P08,415167,00:00:36.316,
6,P09,412588,00:00:36.222,
6,P10,439599,00:00:36.127,
6,P11,417381,00:00:36.034,
6,P12,430095,00:00:35.939,
6,P13,448297,00:00:35.845,
6,P14,401603,00:00:35.750,
6,P15,442931,00:00:35.657,
6,P16,427895,00:00:35.563,
6,P17,433214,00:00:35.469,
6,P18,405965,00:00:35.374,
6,P19,449958,00:00:35.280,
6,P20,414327,00:00:35.187,
6,P21,408265,00:00:35.094,
6,P22,411327,00:00:35.000,
6,P23,428436,00:00:34.906,
6,P24,411758,00:00:34.812,


Basic assay information 
Assay ID: ,,,,26081
Assay Started: ,,,,10/9/2023 2:46:48 PM
Assay Finished: ,,,,10/9/2023 2:53:30 PM
Assay Exported: ,,,,10/9/2023 3:00:42 PM
Protocol ID: ,,,,100177
Protocol Name: ,,,,TRF-384 Alamar blue+BS+nbw
Serial#: ,,,,="1020141"



Protocol information
Protocol:
Protocol name,,,,TRF-384 Alamar blue+BS+nbw
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Is label meas. height used,,,,Yes
Height of measurement,,,,Defined in label
Is gripper height used,,,,No
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,Golemis_FS_screen_07132023
Number of rows,,,,16
Number of columns,,,,24
Number of the wells in the plate,,,,384
Height of the plate,,,,14 mm

Coordinates of corners:
Golemis_FS_screen_07132023
12 mm x--------------------------------------------------------- x 115 mm
9 mm                                                               9 mm

12 mm x--------------------------------------------------------- x 115 mm
76 mm                                                              76 mm

Platemap:
Plate,,,,1
Group,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
I,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
J,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
K,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
L,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
M,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
N,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
O,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
P,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,Plate2
Include basic assay information,,,,Yes
Place assay information at,,,,End of file
Include basic plate information,,,,Yes
Place plate information at,,,,End of plate
Include protocol information,,,,Yes
Protocol info level,,,,Large
Include error and warning information,,,,Yes
Include background information,,,,Yes
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,<DefaultDataFolder>\<Date>\<ProtocolName>_<AssayID>.csv

Operations:
Plate 1
  Group 1
    Measurement
      Label,,,,new alamar blue(1)

Labels:
new alamar blue,,,,4000013
Top mirror,,,,General
Bottom mirror,,,,N/A
Exc. filter,,,,Photometric 530
Using of excitation filter,,,,Top
2nd exc. filter,,,,N/A
Using of 2nd excitation filter,,,,Top
Ems. filter,,,,Photometric 590
2nd ems. filter,,,,N/A
Measurement height,,,,6.5 mm
Number of flashes,,,,1
Number of flashes integrated,,,,1
PMT gain,,,,1
Excitation light,,,,0%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,256388
Last edited,,,,10/13/2006 11:04:00 AM
Last edited by,,,,EnVision
Factory preset,,,,No

Filters:
Photometric 530,,,,310
Filter type,,,,Excitation
Description,,,,P530 CWL=530nm BW=8nm Tmin=55%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,5/24/2023 12:39:03 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Photometric 590,,,,314
Filter type,,,,Excitation
Description,,,,P590 CWL=590nm BW=8nm Tmin=40%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved FluorescenceAbsorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,5/24/2023 12:39:03 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Mirror modules:
General,,,,401
Used by,,,,Top
Dual,,,,No
Bias,,,,No
Description,,,,BS50
Used with,,,,Luminescence DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,5/24/2023 12:39:03 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,1020141
Nickname,,,,EnVision




Assay notifications:
INFO: Assay aborted at plate 6  plate repeat 1 and well P01. There may be missing results

Notifications for plate 1  repeat 1:
WARNING: Plate height defined in the plate editor does not match the actual plate height. Measured height is 14.71 mm. Plate editor height is 14.00 mm. The results may be affected.

Notifications for plate 2  repeat 1:
WARNING: Plate height defined in the plate editor does not match the actual plate height. Measured height is 14.71 mm. Plate editor height is 14.00 mm. The results may be affected.

Notifications for plate 3  repeat 1:
WARNING: Plate height defined in the plate editor does not match the actual plate height. Measured height is 14.71 mm. Plate editor height is 14.00 mm. The results may be affected.

Notifications for plate 4  repeat 1:
WARNING: Plate height defined in the plate editor does not match the actual plate height. Measured height is 14.71 mm. Plate editor height is 14.00 mm. The results may be affected.

Notifications for plate 5  repeat 1:
WARNING: Plate height defined in the plate editor does not match the actual plate height. Measured height is 14.71 mm. Plate editor height is 14.00 mm. The results may be affected.

Notifications for plate 6  repeat 1:
WARNING: Plate height defined in the plate editor does not match the actual plate height. Measured height is 14.76 mm. Plate editor height is 14.00 mm. The results may be affected.



Exported with EnVision Workstation version 1.14.3049.1534
