Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,="",14.66,23.64,23.64,57.7,57.6,23.25,23.54,10/2/2023 3:05:57 PM,
2,1,="",14.66,23.64,23.64,57.6,57,23.34,23.44,10/2/2023 3:07:03 PM,
3,1,="",14.66,23.64,23.64,57.3,58.1,23.44,23.34,10/2/2023 3:08:15 PM,
4,1,="",14.66,23.64,23.64,56.8,56.3,23.25,23.54,10/2/2023 3:09:52 PM,
5,1,="",14.66,23.64,23.73,57.3,57.9,23.34,23.25,10/2/2023 3:10:54 PM,
6,1,="",14.66,23.73,23.73,57.6,56.6,23.25,23.25,10/2/2023 3:11:58 PM,
7,1,="",14.66,23.73,23.73,56.8,57.4,23.34,23.25,10/2/2023 3:13:02 PM,
8,1,="",14.66,23.73,23.73,58.1,56.6,23.34,23.25,10/2/2023 3:14:06 PM,
9,1,="",14.66,23.73,23.73,56.6,57.1,23.25,23.34,10/2/2023 3:15:08 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1467,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1358,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1468,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1350,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1411,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
6,new alamar blue,0,1393,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
7,new alamar blue,0,1342,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
8,new alamar blue,0,1372,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
9,new alamar blue,0,1607,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
6,L08,456390,00:00:26.983,
6,L09,454125,00:00:26.889,
6,L10,479810,00:00:26.795,
6,L11,461083,00:00:26.700,
6,L12,448392,00:00:26.607,
6,L13,461486,00:00:26.513,
6,L14,454543,00:00:26.420,
6,L15,444933,00:00:26.326,
6,L16,449610,00:00:26.232,
6,L17,472222,00:00:26.139,
6,L18,457417,00:00:26.045,
6,L19,450350,00:00:25.952,
6,L20,427086,00:00:25.858,
6,L21,454598,00:00:25.763,
6,L22,441124,00:00:25.669,
6,L23,486320,00:00:25.575,
6,L24,510595,00:00:25.481,
6,M01,600772,00:00:27.797,
6,M02,510920,00:00:27.891,
6,M03,501590,00:00:27.986,
6,M04,477992,00:00:28.079,
6,M05,487079,00:00:28.173,
6,M06,519993,00:00:28.268,
6,M07,452864,00:00:28.361,
6,M08,458531,00:00:28.455,
6,M09,447167,00:00:28.548,
6,M10,436999,00:00:28.641,
6,M11,468942,00:00:28.735,
6,M12,477113,00:00:28.829,
6,M13,513752,00:00:28.923,
6,M14,476540,00:00:29.017,
6,M15,489167,00:00:29.111,
6,M16,475882,00:00:29.205,
6,M17,458718,00:00:29.299,
6,M18,474199,00:00:29.392,
6,M19,464452,00:00:29.486,
6,M20,473534,00:00:29.580,
6,M21,500758,00:00:29.673,
6,M22,543440,00:00:29.766,
6,M23,487078,00:00:29.859,
6,M24,538548,00:00:29.954,
6,N01,534826,00:00:32.270,
6,N02,573050,00:00:32.176,
6,N03,499733,00:00:32.083,
6,N04,490131,00:00:31.990,
6,N05,512537,00:00:31.896,
6,N06,472427,00:00:31.802,
6,N07,461340,00:00:31.708,
6,N08,459755,00:00:31.614,
6,N09,456859,00:00:31.521,
6,N10,477114,00:00:31.427,
6,N11,470551,00:00:31.333,
6,N12,479219,00:00:31.239,
6,N13,465470,00:00:31.145,
6,N14,489278,00:00:31.051,
6,N15,476630,00:00:30.957,
6,N16,484572,00:00:30.863,
6,N17,462136,00:00:30.769,
6,N18,474003,00:00:30.675,
6,N19,472395,00:00:30.581,
6,N20,460928,00:00:30.487,
6,N21,478459,00:00:30.393,
6,N22,475004,00:00:30.300,
6,N23,490568,00:00:30.205,
6,N24,604890,00:00:30.111,
6,O01,518339,00:00:32.430,
6,O02,479602,00:00:32.524,
6,O03,553497,00:00:32.617,
6,O04,461052,00:00:32.712,
6,O05,572285,00:00:32.805,
6,O06,507840,00:00:32.899,
6,O07,503920,00:00:32.993,
6,O08,518579,00:00:33.087,
6,O09,469699,00:00:33.181,
6,O10,468259,00:00:33.274,
6,O11,549414,00:00:33.369,
6,O12,543132,00:00:33.462,
6,O13,499559,00:00:33.556,
6,O14,462642,00:00:33.650,
6,O15,469004,00:00:33.744,
6,O16,477292,00:00:33.837,
6,O17,518789,00:00:33.930,
6,O18,493362,00:00:34.024,
6,O19,557407,00:00:34.118,
6,O20,516202,00:00:34.212,
6,O21,486344,00:00:34.305,
6,O22,515994,00:00:34.399,
6,O23,580593,00:00:34.493,
6,O24,525714,00:00:34.586,
6,P01,555233,00:00:36.903,
6,P02,623466,00:00:36.809,
6,P03,541015,00:00:36.716,
6,P04,539016,00:00:36.622,
6,P05,537157,00:00:36.528,
6,P06,496754,00:00:36.434,
6,P07,529145,00:00:36.340,
6,P08,552729,00:00:36.246,
6,P09,534521,00:00:36.153,
6,P10,531330,00:00:36.058,
6,P11,490611,00:00:35.965,
6,P12,534276,00:00:35.871,
6,P13,506877,00:00:35.776,
6,P14,509876,00:00:35.682,
6,P15,488693,00:00:35.589,
6,P16,527069,00:00:35.495,
6,P17,498052,00:00:35.401,
6,P18,501987,00:00:35.306,
6,P19,562845,00:00:35.212,
6,P20,615984,00:00:35.118,
6,P21,595419,00:00:35.025,
6,P22,554588,00:00:34.932,
6,P23,565105,00:00:34.837,
6,P24,574555,00:00:34.744,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
Plate,Well,Signal,MeasTime,
7,A01,546327,00:00:00.000,
7,A02,557495,00:00:00.094,
7,A03,579353,00:00:00.187,
7,A04,588724,00:00:00.281,
7,A05,609041,00:00:00.375,
7,A06,551287,00:00:00.468,
7,A07,533087,00:00:00.562,
7,A08,541688,00:00:00.655,
7,A09,604586,00:00:00.748,
7,A10,609347,00:00:00.842,
7,A11,610795,00:00:00.935,
7,A12,625517,00:00:01.030,
7,A13,598782,00:00:01.123,
7,A14,557085,00:00:01.217,
7,A15,598442,00:00:01.312,
7,A16,595646,00:00:01.406,
7,A17,588535,00:00:01.500,
7,A18,663332,00:00:01.594,
7,A19,641090,00:00:01.687,
7,A20,646606,00:00:01.780,
7,A21,535753,00:00:01.873,
7,A22,617127,00:00:01.968,
7,A23,599703,00:00:02.061,
7,A24,587116,00:00:02.155,
7,B01,512278,00:00:04.465,
7,B02,537243,00:00:04.372,
7,B03,545498,00:00:04.279,
7,B04,528603,00:00:04.186,
7,B05,555534,00:00:04.092,
7,B06,554915,00:00:03.998,
7,B07,577314,00:00:03.904,
7,B08,568660,00:00:03.811,
7,B09,572828,00:00:03.717,
7,B10,549640,00:00:03.624,
7,B11,534624,00:00:03.530,
7,B12,616754,00:00:03.436,
7,B13,572159,00:00:03.342,
7,B14,541244,00:00:03.248,
7,B15,557732,00:00:03.155,
7,B16,573762,00:00:03.061,
7,B17,520886,00:00:02.967,
7,B18,573046,00:00:02.873,
7,B19,567966,00:00:02.780,
7,B20,562856,00:00:02.687,
7,B21,565130,00:00:02.593,
7,B22,556784,00:00:02.499,
7,B23,579270,00:00:02.405,
7,B24,555864,00:00:02.312,
7,C01,554822,00:00:04.626,
7,C02,478369,00:00:04.720,
7,C03,515054,00:00:04.814,
7,C04,525552,00:00:04.908,
7,C05,527995,00:00:05.001,
7,C06,523802,00:00:05.095,
7,C07,572950,00:00:05.189,
7,C08,554056,00:00:05.283,
7,C09,584438,00:00:05.377,
7,C10,541092,00:00:05.472,
7,C11,521292,00:00:05.565,
7,C12,542494,00:00:05.659,
7,C13,541985,00:00:05.753,
7,C14,549565,00:00:05.846,
7,C15,557915,00:00:05.940,
7,C16,553737,00:00:06.034,
7,C17,569727,00:00:06.128,
7,C18,582031,00:00:06.222,
7,C19,582630,00:00:06.316,
7,C20,548442,00:00:06.409,
7,C21,549343,00:00:06.503,
7,C22,559567,00:00:06.597,
7,C23,538188,00:00:06.691,
7,C24,536908,00:00:06.785,
7,D01,539107,00:00:09.101,
7,D02,515086,00:00:09.007,
7,D03,532455,00:00:08.913,
7,D04,523870,00:00:08.819,
7,D05,512650,00:00:08.726,
7,D06,514147,00:00:08.632,
7,D07,533102,00:00:08.538,
7,D08,523540,00:00:08.444,
7,D09,508354,00:00:08.350,
7,D10,552042,00:00:08.255,
7,D11,513428,00:00:08.162,
7,D12,510359,00:00:08.069,
7,D13,514471,00:00:07.975,
7,D14,510531,00:00:07.881,
7,D15,527116,00:00:07.787,
7,D16,530172,00:00:07.693,
7,D17,494376,00:00:07.599,
7,D18,549501,00:00:07.505,
7,D19,516030,00:00:07.411,
7,D20,541005,00:00:07.317,
7,D21,546863,00:00:07.224,
7,D22,558646,00:00:07.130,
7,D23,521863,00:00:07.035,
7,D24,574444,00:00:06.942,
7,E01,537698,00:00:09.261,
7,E02,531206,00:00:09.354,
7,E03,508045,00:00:09.447,
7,E04,506194,00:00:09.541,
7,E05,525542,00:00:09.635,
7,E06,502376,00:00:09.729,
7,E07,511262,00:00:09.822,
7,E08,545977,00:00:09.915,
7,E09,520177,00:00:10.008,
7,E10,525731,00:00:10.102,
7,E11,519062,00:00:10.196,
7,E12,489288,00:00:10.291,
7,E13,508805,00:00:10.385,
7,E14,512409,00:00:10.478,
7,E15,553580,00:00:10.571,
7,E16,524767,00:00:10.664,
7,E17,558051,00:00:10.759,
7,E18,543785,00:00:10.852,
7,E19,541990,00:00:10.946,
7,E20,545762,00:00:11.040,
7,E21,539199,00:00:11.134,
7,E22,549931,00:00:11.227,
7,E23,532968,00:00:11.321,
7,E24,564936,00:00:11.415,
7,F01,510139,00:00:13.728,
7,F02,522122,00:00:13.635,
7,F03,539161,00:00:13.542,
7,F04,498436,00:00:13.448,
7,F05,551092,00:00:13.353,
7,F06,519918,00:00:13.260,
7,F07,544142,00:00:13.167,
7,F08,520039,00:00:13.073,
7,F09,537926,00:00:12.979,
7,F10,562197,00:00:12.886,
7,F11,549467,00:00:12.792,
7,F12,526627,00:00:12.698,
7,F13,537387,00:00:12.604,
7,F14,521005,00:00:12.510,
7,F15,539419,00:00:12.416,
7,F16,558769,00:00:12.323,
7,F17,538311,00:00:12.229,
7,F18,542779,00:00:12.135,
7,F19,569488,00:00:12.041,
7,F20,522264,00:00:11.947,
7,F21,541057,00:00:11.854,
7,F22,557239,00:00:11.759,
7,F23,518825,00:00:11.666,
7,F24,540156,00:00:11.573,
7,G01,526919,00:00:13.888,
7,G02,513828,00:00:13.982,
7,G03,517644,00:00:14.076,
7,G04,509072,00:00:14.170,
7,G05,530980,00:00:14.264,
7,G06,540993,00:00:14.357,
7,G07,500174,00:00:14.451,
7,G08,538102,00:00:14.545,
7,G09,535886,00:00:14.639,
7,G10,528614,00:00:14.733,
7,G11,508153,00:00:14.826,
7,G12,449880,00:00:14.920,
7,G13,522176,00:00:15.014,
7,G14,535129,00:00:15.108,
7,G15,546996,00:00:15.201,
7,G16,521417,00:00:15.296,
7,G17,580427,00:00:15.389,
7,G18,564092,00:00:15.484,
7,G19,544088,00:00:15.577,
7,G20,541510,00:00:15.671,
7,G21,524087,00:00:15.766,
7,G22,566882,00:00:15.860,
7,G23,532537,00:00:15.954,
7,G24,630694,00:00:16.049,
7,H01,515669,00:00:18.365,
7,H02,477669,00:00:18.271,
7,H03,531304,00:00:18.176,
7,H04,516688,00:00:18.083,
7,H05,521476,00:00:17.989,
7,H06,527548,00:00:17.895,
7,H07,547989,00:00:17.801,
7,H08,540666,00:00:17.708,
7,H09,537141,00:00:17.613,
7,H10,574912,00:00:17.520,
7,H11,529683,00:00:17.426,
7,H12,538714,00:00:17.331,
7,H13,557071,00:00:17.237,
7,H14,531835,00:00:17.144,
7,H15,584316,00:00:17.051,
7,H16,559358,00:00:16.957,
7,H17,541697,00:00:16.863,
7,H18,462886,00:00:16.769,
7,H19,527961,00:00:16.675,
7,H20,520313,00:00:16.581,
7,H21,430412,00:00:16.486,
7,H22,531037,00:00:16.393,
7,H23,528359,00:00:16.300,
7,H24,536698,00:00:16.205,
7,I01,558301,00:00:18.521,
7,I02,483567,00:00:18.615,
7,I03,539265,00:00:18.709,
7,I04,472135,00:00:18.803,
7,I05,505965,00:00:18.897,
7,I06,548737,00:00:18.990,
7,I07,523515,00:00:19.084,
7,I08,496910,00:00:19.179,
7,I09,523792,00:00:19.273,
7,I10,521531,00:00:19.366,
7,I11,482446,00:00:19.460,
7,I12,493618,00:00:19.554,
7,I13,539436,00:00:19.648,
7,I14,504096,00:00:19.742,
7,I15,486208,00:00:19.836,
7,I16,542808,00:00:19.930,
7,I17,581433,00:00:20.023,
7,I18,575894,00:00:20.117,
7,I19,571760,00:00:20.210,
7,I20,560944,00:00:20.304,
7,I21,538063,00:00:20.398,
7,I22,554562,00:00:20.492,
7,I23,504383,00:00:20.586,
7,I24,555812,00:00:20.680,
7,J01,509160,00:00:22.992,
7,J02,520828,00:00:22.898,
7,J03,548299,00:00:22.804,
7,J04,492644,00:00:22.711,
7,J05,512929,00:00:22.618,
7,J06,520810,00:00:22.524,
7,J07,533304,00:00:22.430,
7,J08,544939,00:00:22.336,
7,J09,553889,00:00:22.243,
7,J10,531828,00:00:22.150,
7,J11,581568,00:00:22.057,
7,J12,543556,00:00:21.962,
7,J13,531286,00:00:21.869,
7,J14,588950,00:00:21.775,
7,J15,538804,00:00:21.680,
7,J16,585545,00:00:21.586,
7,J17,539390,00:00:21.493,
7,J18,551457,00:00:21.399,
7,J19,570532,00:00:21.306,
7,J20,553856,00:00:21.212,
7,J21,502807,00:00:21.119,
7,J22,560022,00:00:21.025,
7,J23,524797,00:00:20.931,
7,J24,603072,00:00:20.837,
7,K01,537828,00:00:23.149,
7,K02,485239,00:00:23.242,
7,K03,483147,00:00:23.335,
7,K04,502250,00:00:23.429,
7,K05,506700,00:00:23.522,
7,K06,539684,00:00:23.617,
7,K07,541738,00:00:23.710,
7,K08,525368,00:00:23.804,
7,K09,528687,00:00:23.898,
7,K10,542436,00:00:23.992,
7,K11,536329,00:00:24.087,
7,K12,527091,00:00:24.180,
7,K13,548272,00:00:24.273,
7,K14,553707,00:00:24.366,
7,K15,595795,00:00:24.460,
7,K16,574615,00:00:24.554,
7,K17,570660,00:00:24.648,
7,K18,582374,00:00:24.742,
7,K19,546152,00:00:24.836,
7,K20,553104,00:00:24.929,
7,K21,537100,00:00:25.023,
7,K22,563992,00:00:25.117,
7,K23,515686,00:00:25.211,
7,K24,533012,00:00:25.305,
7,L01,516353,00:00:27.622,
7,L02,487353,00:00:27.529,
7,L03,556389,00:00:27.435,
7,L04,499183,00:00:27.341,
7,L05,542038,00:00:27.247,
7,L06,523490,00:00:27.154,
7,L07,528613,00:00:27.060,
7,L08,529494,00:00:26.966,
7,L09,565606,00:00:26.872,
7,L10,540120,00:00:26.778,
7,L11,578126,00:00:26.683,
7,L12,551793,00:00:26.590,
7,L13,589523,00:00:26.497,
7,L14,560194,00:00:26.403,
7,L15,537523,00:00:26.309,
7,L16,571423,00:00:26.216,
7,L17,572819,00:00:26.123,
7,L18,545101,00:00:26.029,
7,L19,564360,00:00:25.935,
7,L20,534992,00:00:25.841,
7,L21,559102,00:00:25.747,
7,L22,563410,00:00:25.653,
7,L23,482942,00:00:25.559,
7,L24,534085,00:00:25.464,
7,M01,556128,00:00:27.779,
7,M02,506521,00:00:27.873,
7,M03,591363,00:00:27.967,
7,M04,549945,00:00:28.061,
7,M05,543333,00:00:28.155,
7,M06,562617,00:00:28.250,
7,M07,536405,00:00:28.343,
7,M08,508835,00:00:28.437,
7,M09,531742,00:00:28.530,
7,M10,550725,00:00:28.623,
7,M11,522110,00:00:28.717,
7,M12,555711,00:00:28.811,
7,M13,534967,00:00:28.905,
7,M14,504620,00:00:28.999,
7,M15,547998,00:00:29.092,
7,M16,537039,00:00:29.186,
7,M17,573421,00:00:29.280,
7,M18,565799,00:00:29.374,
7,M19,569808,00:00:29.468,
7,M20,545614,00:00:29.561,
7,M21,583398,00:00:29.655,
7,M22,556895,00:00:29.748,
7,M23,592735,00:00:29.841,
7,M24,592037,00:00:29.935,
7,N01,543680,00:00:32.249,
7,N02,530339,00:00:32.156,
7,N03,546087,00:00:32.063,
7,N04,561367,00:00:31.970,
7,N05,564544,00:00:31.876,
7,N06,583223,00:00:31.782,
7,N07,579034,00:00:31.689,
7,N08,591628,00:00:31.595,
7,N09,571051,00:00:31.501,
7,N10,545748,00:00:31.407,
7,N11,561048,00:00:31.314,
7,N12,564565,00:00:31.220,
7,N13,561784,00:00:31.126,
7,N14,569296,00:00:31.032,
7,N15,543146,00:00:30.938,
7,N16,562941,00:00:30.844,
7,N17,577529,00:00:30.750,
7,N18,561414,00:00:30.656,
7,N19,556401,00:00:30.563,
7,N20,566157,00:00:30.468,
7,N21,563698,00:00:30.375,
7,N22,554248,00:00:30.281,
7,N23,505966,00:00:30.186,
7,N24,578900,00:00:30.093,
7,O01,533377,00:00:32.409,
7,O02,439632,00:00:32.503,
7,O03,648160,00:00:32.597,
7,O04,510557,00:00:32.691,
7,O05,593195,00:00:32.784,
7,O06,595589,00:00:32.878,
7,O07,649908,00:00:32.972,
7,O08,523763,00:00:33.066,
7,O09,566607,00:00:33.160,
7,O10,576434,00:00:33.254,
7,O11,529135,00:00:33.348,
7,O12,574243,00:00:33.441,
7,O13,586144,00:00:33.535,
7,O14,582729,00:00:33.629,
7,O15,570156,00:00:33.723,
7,O16,585730,00:00:33.816,
7,O17,528060,00:00:33.909,
7,O18,586185,00:00:34.003,
7,O19,628917,00:00:34.097,
7,O20,565275,00:00:34.191,
7,O21,604337,00:00:34.284,
7,O22,548724,00:00:34.378,
7,O23,541872,00:00:34.472,
7,O24,519161,00:00:34.565,
7,P01,553959,00:00:36.879,
7,P02,529668,00:00:36.785,
7,P03,585108,00:00:36.691,
7,P04,618340,00:00:36.598,
7,P05,559104,00:00:36.504,
7,P06,600964,00:00:36.410,
7,P07,590204,00:00:36.316,
7,P08,574459,00:00:36.223,
7,P09,586243,00:00:36.129,
7,P10,586620,00:00:36.035,
7,P11,600001,00:00:35.941,
7,P12,556415,00:00:35.848,
7,P13,572982,00:00:35.753,
7,P14,562026,00:00:35.659,
7,P15,572065,00:00:35.566,
7,P16,588581,00:00:35.472,
7,P17,616747,00:00:35.378,
7,P18,524313,00:00:35.284,
7,P19,558440,00:00:35.190,
7,P20,568600,00:00:35.097,
7,P21,559820,00:00:35.003,
7,P22,554461,00:00:34.910,
7,P23,552262,00:00:34.816,
7,P24,582381,00:00:34.722,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
Plate,Well,Signal,MeasTime,
8,A01,509061,00:00:00.000,
8,A02,500418,00:00:00.094,
8,A03,556992,00:00:00.187,
8,A04,559611,00:00:00.281,
8,A05,583401,00:00:00.374,
8,A06,580456,00:00:00.468,
8,A07,577528,00:00:00.562,
8,A08,555534,00:00:00.655,
8,A09,559565,00:00:00.748,
8,A10,518447,00:00:00.842,
8,A11,589791,00:00:00.935,
8,A12,556800,00:00:01.030,
8,A13,531251,00:00:01.123,
8,A14,517219,00:00:01.217,
8,A15,573783,00:00:01.312,
8,A16,558731,00:00:01.405,
8,A17,586609,00:00:01.499,
8,A18,535508,00:00:01.593,
8,A19,570622,00:00:01.687,
8,A20,596034,00:00:01.780,
8,A21,594450,00:00:01.873,
8,A22,571126,00:00:01.967,
8,A23,483081,00:00:02.060,
8,A24,501793,00:00:02.155,
8,B01,513554,00:00:04.465,
8,B02,505893,00:00:04.371,
8,B03,589408,00:00:04.278,
8,B04,582317,00:00:04.185,
8,B05,561942,00:00:04.091,
8,B06,563554,00:00:03.997,
8,B07,582470,00:00:03.903,
8,B08,580228,00:00:03.810,
8,B09,535931,00:00:03.717,
8,B10,554170,00:00:03.624,
8,B11,567688,00:00:03.530,
8,B12,572283,00:00:03.435,
8,B13,549105,00:00:03.342,
8,B14,561868,00:00:03.248,
8,B15,601318,00:00:03.154,
8,B16,528142,00:00:03.060,
8,B17,561680,00:00:02.966,
8,B18,550091,00:00:02.873,
8,B19,551171,00:00:02.779,
8,B20,574152,00:00:02.686,
8,B21,524537,00:00:02.593,
8,B22,541188,00:00:02.499,
8,B23,486373,00:00:02.405,
8,B24,514188,00:00:02.312,
8,C01,533711,00:00:04.625,
8,C02,503004,00:00:04.719,
8,C03,562928,00:00:04.813,
8,C04,548306,00:00:04.907,
8,C05,564806,00:00:05.000,
8,C06,533311,00:00:05.094,
8,C07,541379,00:00:05.188,
8,C08,532625,00:00:05.282,
8,C09,547968,00:00:05.376,
8,C10,532844,00:00:05.470,
8,C11,536031,00:00:05.563,
8,C12,534442,00:00:05.657,
8,C13,500262,00:00:05.751,
8,C14,547878,00:00:05.845,
8,C15,541517,00:00:05.939,
8,C16,568310,00:00:06.033,
8,C17,545462,00:00:06.126,
8,C18,572588,00:00:06.220,
8,C19,537959,00:00:06.314,
8,C20,545199,00:00:06.407,
8,C21,591735,00:00:06.502,
8,C22,547041,00:00:06.595,
8,C23,489421,00:00:06.690,
8,C24,519305,00:00:06.784,
8,D01,531822,00:00:09.099,
8,D02,538825,00:00:09.005,
8,D03,550945,00:00:08.911,
8,D04,558122,00:00:08.817,
8,D05,500074,00:00:08.724,
8,D06,528181,00:00:08.630,
8,D07,525722,00:00:08.536,
8,D08,513088,00:00:08.442,
8,D09,516954,00:00:08.348,
8,D10,522949,00:00:08.253,
8,D11,525719,00:00:08.160,
8,D12,556469,00:00:08.067,
8,D13,534843,00:00:07.973,
8,D14,528804,00:00:07.879,
8,D15,491203,00:00:07.785,
8,D16,533467,00:00:07.691,
8,D17,534153,00:00:07.597,
8,D18,487355,00:00:07.503,
8,D19,491933,00:00:07.409,
8,D20,445684,00:00:07.316,
8,D21,538490,00:00:07.222,
8,D22,537717,00:00:07.128,
8,D23,513049,00:00:07.034,
8,D24,500381,00:00:06.940,
8,E01,526513,00:00:09.259,
8,E02,508601,00:00:09.352,
8,E03,543502,00:00:09.445,
8,E04,550373,00:00:09.539,
8,E05,536001,00:00:09.633,
8,E06,504172,00:00:09.727,
8,E07,498947,00:00:09.820,
8,E08,513463,00:00:09.913,
8,E09,509866,00:00:10.006,
8,E10,506558,00:00:10.100,
8,E11,498123,00:00:10.194,
8,E12,534407,00:00:10.288,
8,E13,543813,00:00:10.382,
8,E14,512141,00:00:10.476,
8,E15,547735,00:00:10.569,
8,E16,485743,00:00:10.662,
8,E17,534185,00:00:10.757,
8,E18,518630,00:00:10.850,
8,E19,515235,00:00:10.944,
8,E20,485112,00:00:11.038,
8,E21,528526,00:00:11.132,
8,E22,543167,00:00:11.225,
8,E23,536862,00:00:11.319,
8,E24,514861,00:00:11.413,
8,F01,537708,00:00:13.726,
8,F02,513300,00:00:13.633,
8,F03,582211,00:00:13.539,
8,F04,504508,00:00:13.445,
8,F05,522589,00:00:13.351,
8,F06,492005,00:00:13.258,
8,F07,508197,00:00:13.164,
8,F08,496215,00:00:13.071,
8,F09,461333,00:00:12.977,
8,F10,474136,00:00:12.883,
8,F11,533621,00:00:12.789,
8,F12,514236,00:00:12.695,
8,F13,504446,00:00:12.602,
8,F14,501412,00:00:12.507,
8,F15,490552,00:00:12.414,
8,F16,506079,00:00:12.320,
8,F17,516494,00:00:12.226,
8,F18,505264,00:00:12.133,
8,F19,472974,00:00:12.039,
8,F20,504868,00:00:11.945,
8,F21,502441,00:00:11.851,
8,F22,561467,00:00:11.757,
8,F23,476813,00:00:11.664,
8,F24,533008,00:00:11.570,
8,G01,526570,00:00:13.885,
8,G02,520584,00:00:13.979,
8,G03,581637,00:00:14.074,
8,G04,459584,00:00:14.167,
8,G05,535074,00:00:14.261,
8,G06,541243,00:00:14.355,
8,G07,537673,00:00:14.449,
8,G08,576478,00:00:14.543,
8,G09,456445,00:00:14.636,
8,G10,499950,00:00:14.730,
8,G11,481813,00:00:14.824,
8,G12,497348,00:00:14.917,
8,G13,523882,00:00:15.011,
8,G14,511480,00:00:15.105,
8,G15,527247,00:00:15.198,
8,G16,447882,00:00:15.293,
8,G17,519378,00:00:15.386,
8,G18,558548,00:00:15.481,
8,G19,555914,00:00:15.574,
8,G20,416259,00:00:15.669,
8,G21,543308,00:00:15.763,
8,G22,580830,00:00:15.857,
8,G23,531916,00:00:15.951,
8,G24,516621,00:00:16.046,
8,H01,525287,00:00:18.362,
8,H02,533206,00:00:18.268,
8,H03,563647,00:00:18.173,
8,H04,550661,00:00:18.080,
8,H05,462035,00:00:17.986,
8,H06,450515,00:00:17.892,
8,H07,535788,00:00:17.798,
8,H08,467335,00:00:17.705,
8,H09,525393,00:00:17.610,
8,H10,518457,00:00:17.517,
8,H11,502645,00:00:17.423,
8,H12,544568,00:00:17.328,
8,H13,545487,00:00:17.234,
8,H14,508354,00:00:17.141,
8,H15,450785,00:00:17.047,
8,H16,494651,00:00:16.954,
8,H17,509158,00:00:16.860,
8,H18,522579,00:00:16.765,
8,H19,446595,00:00:16.672,
8,H20,460881,00:00:16.578,
8,H21,506739,00:00:16.483,
8,H22,522132,00:00:16.390,
8,H23,515488,00:00:16.297,
8,H24,484589,00:00:16.202,
8,I01,549515,00:00:18.518,
8,I02,522111,00:00:18.612,
8,I03,536272,00:00:18.706,
8,I04,525024,00:00:18.799,
8,I05,540071,00:00:18.893,
8,I06,520854,00:00:18.986,
8,I07,544414,00:00:19.080,
8,I08,528580,00:00:19.175,
8,I09,511140,00:00:19.269,
8,I10,540737,00:00:19.362,
8,I11,524726,00:00:19.457,
8,I12,511875,00:00:19.550,
8,I13,514988,00:00:19.644,
8,I14,510840,00:00:19.738,
8,I15,521761,00:00:19.832,
8,I16,522340,00:00:19.926,
8,I17,548983,00:00:20.020,
8,I18,530385,00:00:20.114,
8,I19,479043,00:00:20.207,
8,I20,530943,00:00:20.301,
8,I21,532885,00:00:20.395,
8,I22,551414,00:00:20.489,
8,I23,548218,00:00:20.583,
8,I24,539040,00:00:20.677,
8,J01,540037,00:00:22.988,
8,J02,520228,00:00:22.894,
8,J03,544255,00:00:22.801,
8,J04,542382,00:00:22.708,
8,J05,519446,00:00:22.614,
8,J06,505646,00:00:22.521,
8,J07,495384,00:00:22.427,
8,J08,504055,00:00:22.333,
8,J09,508497,00:00:22.240,
8,J10,498659,00:00:22.147,
8,J11,479430,00:00:22.053,
8,J12,498448,00:00:21.959,
8,J13,471739,00:00:21.865,
8,J14,486869,00:00:21.772,
8,J15,481510,00:00:21.678,
8,J16,506530,00:00:21.583,
8,J17,510617,00:00:21.490,
8,J18,508051,00:00:21.397,
8,J19,482842,00:00:21.303,
8,J20,504855,00:00:21.209,
8,J21,518507,00:00:21.116,
8,J22,522442,00:00:21.022,
8,J23,487554,00:00:20.928,
8,J24,516717,00:00:20.834,
8,K01,509463,00:00:23.145,
8,K02,517239,00:00:23.239,
8,K03,529422,00:00:23.332,
8,K04,534596,00:00:23.426,
8,K05,501102,00:00:23.519,
8,K06,506627,00:00:23.614,
8,K07,516644,00:00:23.707,
8,K08,500991,00:00:23.801,
8,K09,525403,00:00:23.895,
8,K10,469214,00:00:23.989,
8,K11,506333,00:00:24.083,
8,K12,523092,00:00:24.177,
8,K13,512703,00:00:24.270,
8,K14,512988,00:00:24.363,
